-0.207444668	-0.738832998	0.0696177062
0.1818913481	-0.4953722334	0.0546277666
0.3561368209	-0.5634808853	0.0445674044
0.5176056338	-0.5774647887	0.0556338028
0.2823943662	-0.7638832998	0.0598591549
0.5801810865	-0.7221327968	0.0584507042
0.6998993964	-0.4716297787	0.0472837022
0.4118712274	-0.1808853119	0.0597585513
0.8306841046	-0.3019114688	0.0696177062
0.3561368209	-0.4118712274	0.0439637827
0.5607645875	-0.2518108652	0.0584507042
-0.0278672032	-0.8988933602	0.0389336016
0.7331991952	-0.1126760563	0.0654929577
0.16277666	-0.349195171	0.0806841046
-0.3980885312	-0.0208249497	0.0487927565
-0.3229376258	-0.1418511066	0.0653923541
-0.4676056338	-0.811167002	0.0431589537
0.2629778672	-0.0709255533	0.0609657948
0.48138833	-0.0764587525	0.0584507042
-0.0001006036	-0.2823943662	0.0663983903
-0.0153923541	-0.1182092555	0.0902716298
-0.7480885312	-0.5018108652	0.06277666
-0.8941649899	-0.2154929577	0.0671026157
-0.3155935614	0.1125754527	0.0496981891
-0.1948692153	0.4733400402	0.0596579477
-0.0412474849	0.2824949698	0.0522132797
-0.0263581489	0.4151911469	0.0507042254
-0.5034205231	0.652917505	0.057444668
-0.6713279678	0.3959758551	0.0847082495
-0.6368209256	0.5510060362	0.0688128773
-0.2034205231	0.7863179074	0.0689134809
0.2028169014	0.783501006	0.0602615694
0.1167002012	0.8567404427	0.0444668008
-0.3827967807	0.6371227364	0.0416498994
0.3736418511	0.5366197183	0.0617706237
0.6104627767	0.1522132797	0.0506036217
0.4477867203	0.3136820926	0.0506036217
0.5033199195	0.6550301811	0.060362173
0.5131790744	0.1226358149	0.0406438632
0.3726358149	0.4060362173	0.0518108652
0.6807847082	0.2581488934	0.0430583501
-0.1461770624	0.1842052314	0.0547283702
0.9320925553	-0.0104627767	0.0492957746
0.2358148893	0.2310865191	0.064084507
0.7214285714	0.1102615694	0.0515090543
-0.152917505	-0.2443661972	0.076861167
0.1431589537	-0.1028169014	0.0518108652
0.0865191147	-0.000804829	0.0622736419
0.0056338028	0.056639839	0.0315895372
-0.4419517103	0.523943662	0.0643863179
0.1679074447	0.5300804829	0.0675050302
-0.3055331992	0.5162977867	0.0536217304
-0.5461770624	0.0572434608	0.054527163
-0.7576458753	0.5132796781	0.0474849095
0.3625754527	-0.0246478873	0.0352112676
0.7479879276	0.0022132797	0.0424547284
0.5208249497	-0.3788732394	0.0699195171
0.4071428571	-0.3002012072	0.0511066398
0.8511066398	0.0738430584	0.0559356137
0.291750503	-0.4941649899	0.0332997988
-0.1067404427	-0.3683098592	0.0436619718
-0.3118712274	-0.885110664	0.0519114688
-0.334305835	0.829778672	0.0523138833
0.076861167	0.2399396378	0.0523138833
-0.669416499	0.0878269618	0.0451710262
-0.4825955734	0.1960764588	0.034305835
-0.4384305835	0.2814889336	0.0478873239
0.6060362173	0.3240442656	0.0389336016
-0.180583501	0.6752515091	0.0408450704
-0.0243460765	0.6965794769	0.066498994
